"","eigenvalue","percentage of variance","cumulative percentage of variance"
"comp 441",0.00137920402260294,0.000269375785664637,99.9941183080249
"comp 442",0.00135622412762541,0.000264887524926837,99.9943831955498
"comp 443",0.00129513346996174,0.000252955755851903,99.9946361513057
"comp 444",0.00120151465630999,0.000234670831310545,99.994870822137
"comp 445",0.00117378466076368,0.000229254816555407,99.9951000769535
"comp 446",0.00113471232741711,0.000221623501448654,99.995321700455
"comp 447",0.00109489844504998,0.000213847352548823,99.9955355478075
"comp 448",0.0010665415435771,0.000208308895229902,99.9957438567028
"comp 449",0.00103442141789136,0.000202035433181906,99.995945892136
"comp 450",0.000985405108737344,0.000192461935300262,99.9961383540713
"comp 451",0.000950276782937997,0.000185600934167577,99.9963239550054
"comp 452",0.000926737740260424,0.000181003464894614,99.9965049584703
"comp 453",0.000918310251522067,0.000179357471000404,99.9966843159413
"comp 454",0.000889288859607938,0.000173689230392175,99.9968580051717
"comp 455",0.000876291209131393,0.000171150626783475,99.9970291557985
"comp 456",0.000805995407064381,0.000157420977942262,99.9971865767764
"comp 457",0.000797431160527781,0.000155748273540582,99.99734232505
"comp 458",0.000776686368024509,0.000151696556254787,99.9974940216062
"comp 459",0.000721477889439223,0.000140913650281098,99.9976349352565
"comp 460",0.000714819716683493,0.000139613225914745,99.9977745484824
"comp 461",0.000670282962986331,0.000130914641208268,99.9979054631236
"comp 462",0.000662690886258895,0.00012943181372244,99.9980348949374
"comp 463",0.000618993119629256,0.000120897093677589,99.998155792031
"comp 464",0.000592518483243638,0.000115726266258523,99.9982715182973
"comp 465",0.000564751341921412,0.000110302996469026,99.9983818212938
"comp 466",0.000532852053382542,0.000104072666676278,99.9984858939604
"comp 467",0.000527373303200365,0.000103002598281321,99.9985888965587
"comp 468",0.000480333917189655,9.38152182011046e-05,99.9986827117769
"comp 469",0.00044623356926779,8.71549939976152e-05,99.9987698667709
"comp 470",0.000422302645824814,8.24809855126589e-05,99.9988523477564
"comp 471",0.000404463988656195,7.8996872784413e-05,99.9989313446292
"comp 472",0.000397919842304882,7.77187192001722e-05,99.9990090633484
"comp 473",0.000364492152743796,7.11898735827726e-05,99.999080253222
"comp 474",0.000345013269348613,6.73854041696509e-05,99.9991476386262
"comp 475",0.00032992708407985,6.44388836093457e-05,99.9992120775098
"comp 476",0.000324326714272627,6.33450613813724e-05,99.9992754225712
"comp 477",0.000310075579778618,6.05616366755112e-05,99.9993359842078
"comp 478",0.000291649847139201,5.69628607693751e-05,99.9993929470686
"comp 479",0.000269712776261644,5.26782766136024e-05,99.9994456253452
"comp 480",0.00025848666804098,5.04856773517538e-05,99.9994961110226
"comp 481",0.00023623943944565,4.61405155167284e-05,99.9995422515381
"comp 482",0.000226349028958442,4.42087947184457e-05,99.9995864603328
"comp 483",0.000211931743493039,4.13929186509842e-05,99.9996278532515
"comp 484",0.000199271402055298,3.89201957139253e-05,99.9996667734472
"comp 485",0.000174607331777771,3.41029944878458e-05,99.9997008764417
"comp 486",0.000153081954037357,2.98988191479213e-05,99.9997307752608
"comp 487",0.000151431733526161,2.95765104543283e-05,99.9997603517713
"comp 488",0.000128931543275018,2.5181942045902e-05,99.9997855337133
"comp 489",0.000122500683190392,2.39259146856235e-05,99.999809459628
"comp 490",0.000117060730310009,2.28634238886737e-05,99.9998323230519
"comp 491",0.000109391819173163,2.13655896822583e-05,99.9998536886416
"comp 492",0.000103912464878057,2.02954032964955e-05,99.9998739840449
"comp 493",8.49503524898862e-05,1.65918657206809e-05,99.9998905759106
"comp 494",7.96460415100681e-05,1.55558674824352e-05,99.9999061317781
"comp 495",7.23015932383242e-05,1.41214049293602e-05,99.999920253183
"comp 496",6.88045987282575e-05,1.34383981891128e-05,99.9999336915812
"comp 497",6.19175808964388e-05,1.20932775188357e-05,99.9999457848587
"comp 498",5.40025386265376e-05,1.05473708254956e-05,99.9999563322295
"comp 499",4.27748938409138e-05,8.35447145330347e-06,99.999964686701
"comp 500",3.68361436419719e-05,7.19455930507263e-06,99.9999718812603
"comp 501",3.38794279753018e-05,6.61707577642613e-06,99.9999784983361
"comp 502",2.9160605202531e-05,5.69543070361934e-06,99.9999841937668
"comp 503",2.22302127125837e-05,4.3418384204265e-06,99.9999885356052
"comp 504",1.74713692356434e-05,3.41237680383661e-06,99.999991947982
"comp 505",1.25819946051997e-05,2.45742082132807e-06,99.9999944054028
"comp 506",1.12294619433468e-05,2.19325428580992e-06,99.9999965986571
"comp 507",7.37728076886022e-06,1.44087515016801e-06,99.9999980395323
"comp 508",5.05357029341159e-06,9.87025447931951e-07,99.9999990265577
"comp 509",3.96464467619106e-06,7.74344663318565e-07,99.9999998009024
"comp 510",7.70433205816538e-07,1.50475235511043e-07,99.9999999513776
"comp 511",2.4894671946006e-07,4.86224061445429e-08,100
